Season,Region,Taxa,LifeStage,n,maxWaterTemp,geometry
Winter,Suisun Bay,Spirinchus thaleichthys,Juvenile,7953,18,"c(-121.982978820801, -121.983200073242, -121.979377746582, -121.968017578125, -121.959693908691, -121.958084106445, -121.947250366211, -121.890144348145, -121.886405944824, -121.883323669434, -121.838752746582, -121.835868835449, -121.84400177002, -121.833152770996, -121.834747314453, -121.84400177002, -121.86799621582, -121.877220153809, -121.868423461914, -121.869338989258, -121.883598327637, -121.879997253418, -121.887832641602, -121.86930847168, -121.86311340332, -121.904121398926, -121.90991973877, 
-121.90991973877, -121.90991973877, -121.911285400391, -121.917221069336, -121.918807983398, -121.914916992187, -121.908378601074, -121.938377380371, -121.939002990723, -121.940048217773, -121.950988769531, -121.95597076416, -121.960510253906, -121.970680236816, -121.97339630127, -121.976699829102, -121.97940826416, -121.979309082031, -121.986083984375, -122.003967285156, -121.999221801758, -121.999229431152, -122.000267028809, -122.000778198242, -121.994079589844, -122.00358581543, -122.026336669922, 
-122.019546508789, -122.06192779541, -122.076530456543, -122.080009460449, -122.083305358887, -122.068283081055, -122.060066223145, -122.055778503418, -122.05126953125, -122.047302246094, -122.055923461914, -122.074279785156, -122.075157165527, -122.077056884766, -122.083000183105, -122.066772460938, -122.068702697754, -122.06999206543, -122.069778442383, -122.070487976074, -122.070137023926, -122.069732666016, -122.079483032227, -122.079620361328, -122.073219299316, -122.071220397949, -122.062133789062, 
-122.059753417969, -122.055770874023, -122.057357788086, -122.049873352051, -122.059379577637, -122.060111999512, -122.060447692871, -122.053573608398, -122.041191101074, -122.043968200684, -122.046195983887, -122.042388916016, -122.033630371094, -122.033630371094, -122.035751342773, -122.036247253418, -122.035598754883, -122.036521911621, -122.029663085938, -122.014717102051, -122.058181762695, -122.057586669922, -122.056457519531, -122.057167053223, -122.041831970215, -122.048049926758, -122.05785369873, 
-122.059600830078, -122.059593200684, -122.059928894043, -122.059791564941, -122.061408996582, -122.061309814453, -122.090660095215, -122.091621398926, -122.091590881348, -122.091400146484, -122.094146728516, -122.097808837891, -122.095558166504, -122.115104675293, -122.128967285156, -122.108139038086, -122.111282348633, -122.107719421387, -122.096473693848, -122.103332519531, -122.106369018555, -122.130599975586, -122.150497436523, -122.14672088623, -122.145149230957, -122.150573730469, 38.0602798461914, 
38.0602188110352, 38.0702209472656, 38.0687484741211, 38.0723037719727, 38.0747489929199, 38.0737800598144, 38.1099319458008, 38.0933990478516, 38.0886993408203, 38.0352783203125, 38.0471992492676, 38.0436935424805, 38.0654487609863, 38.0650482177734, 38.0638885498047, 38.0583038330078, 38.0563812255859, 38.0592002868652, 38.0714683532715, 38.053409576416, 38.0513000488281, 38.0488815307617, 38.0328063964844, 38.0321655273438, 38.0454711914062, 38.047966003418, 38.0459785461426, 38.0428314208984, 
38.0436553955078, 38.0471649169922, 38.0455017089844, 38.0481300354004, 38.0609397888184, 38.0533218383789, 38.0522804260254, 38.0532608032227, 38.0598411560059, 38.05712890625, 38.049259185791, 38.0503997802734, 38.0517997741699, 38.0594482421875, 38.0571098327637, 38.0577011108398, 38.051944732666, 38.0599708557129, 38.0717697143555, 38.0726699829102, 38.0731010437012, 38.0733795166016, 38.078670501709, 38.0882225036621, 38.0733337402344, 38.0616683959961, 38.0609283447266, 38.050220489502, 38.0519485473633, 
38.0513038635254, 38.0611686706543, 38.0646209716797, 38.0615310668945, 38.0628318786621, 38.0659484863281, 38.0840911865234, 38.0708999633789, 38.0703086853027, 38.0724983215332, 38.0807495117188, 38.0974807739258, 38.0968704223633, 38.0960388183594, 38.0971794128418, 38.0976715087891, 38.0946617126465, 38.0938301086426, 38.0856781005859, 38.0897903442383, 38.0970687866211, 38.097770690918, 38.1062889099121, 38.1071281433106, 38.1093482971191, 38.1102104187012, 38.1075210571289, 38.1044082641601, 
38.1046714782715, 38.1042709350586, 38.0989685058594, 38.1050605773926, 38.1042594909668, 38.1139984130859, 38.1155548095703, 38.1048812866211, 38.1052207946777, 38.1050109863281, 38.1044883728027, 38.1030998229981, 38.0989189147949, 38.0949287414551, 38.0919990539551, 38.1291809082031, 38.1294708251953, 38.126091003418, 38.1216316223145, 38.1178283691406, 38.1155204772949, 38.1170387268066, 38.1137619018555, 38.1149711608887, 38.112720489502, 38.1115798950195, 38.1153297424316, 38.1171607971191, 
38.0821990966797, 38.0815200805664, 38.0817794799805, 38.0817604064941, 38.0702018737793, 38.0648040771484, 38.0675010681152, 38.0596618652344, 38.0351295471191, 38.0514984130859, 38.052131652832, 38.0567817687988, 38.048828125, 38.0451354980469, 38.0445518493652, 38.0348014831543, 38.0396957397461, 38.0399169921875, 38.0329818725586, 38.0279998779297)"
Winter,Suisun Bay,Spirinchus thaleichthys,Larvae,2428,17.600000381469727,"c(-121.959693908691, -121.84400177002, -121.829643249512, -121.86799621582, -121.86930847168, -121.90991973877, -121.918807983398, -122.013725280762, -122.00358581543, -122.083305358887, -122.064178466797, -122.062133789062, -122.046195983887, -122.097808837891, -122.150497436523, 38.0723037719727, 38.0436935424805, 38.0632514953613, 38.0583038330078, 38.0328063964844, 38.0459785461426, 38.0455017089844, 38.0610542297363, 38.0882225036621, 38.0513038635254, 38.1040992736816, 38.1062889099121, 38.1139984130859, 
38.0648040771484, 38.0396957397461)"
Winter,Suisun Marsh,Acipenser medirostris,Juvenile,1,16.700000762939453,"c(-122.08137512207, 38.1266555786133)"
Winter,Suisun Marsh,Acipenser transmontanus,Adult,1,12.699999809265137,"c(-122.030960083008, 38.2178688049316)"
Winter,Suisun Marsh,Acipenser transmontanus,Juvenile,32,16.700000762939453,"c(-122.039939880371, -122.043380737305, -122.030960083008, -121.907821655273, -121.915573120117, -121.928695678711, -121.933746337891, -122.021766662598, -122.048370361328, -122.073028564453, -122.08137512207, -122.086692810059, 38.193603515625, 38.198371887207, 38.2178688049316, 38.2028503417969, 38.1986312866211, 38.1723937988281, 38.1672706604004, 38.1697998046875, 38.1806144714356, 38.1394462585449, 38.1266555786133, 38.132396697998)"
Winter,Suisun Marsh,Catostomus occidentalis,Adult,442,19,"c(-122.043380737305, -122.046775817871, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.037498474121, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.907821655273, -121.915573120117, -121.928695678711, -121.92578125, -121.929290771484, -121.931159973145, -122.011817932129, -122.008583068848, -122.013549804687, -122.020729064941, -122.026565551758, -122.073028564453, -122.08137512207, -122.094253540039, -122.097938537598, 
-122.086692810059, 38.198371887207, 38.2133026123047, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2262382507324, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.2028503417969, 38.1986312866211, 38.1723937988281, 38.1834030151367, 38.1627578735352, 38.1640281677246, 38.189037322998, 38.1906433105469, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.1394462585449, 38.1266555786133, 38.102123260498, 38.1077346801758, 
38.132396697998)"
Winter,Suisun Marsh,Catostomus occidentalis,Juvenile,450,19,"c(-122.043380737305, -122.046775817871, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.928695678711, -121.92578125, -122.011817932129, -122.008583068848, -122.013549804687, -122.020729064941, -122.026565551758, -122.070762634277, -122.073028564453, -122.08137512207, -122.094253540039, -122.097938537598, -122.086692810059, 38.198371887207, 38.2133026123047, 38.2111129760742, 
38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.1723937988281, 38.1834030151367, 38.189037322998, 38.1906433105469, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.157039642334, 38.1394462585449, 38.1266555786133, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Catostomus occidentalis,Larvae,1,12.600000381469727,"c(-121.889190673828, 38.1188049316406)"
Winter,Suisun Marsh,Cottus asper,Adult,450,18.5,"c(-122.039939880371, -122.043380737305, -122.038696289062, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.910484313965, -121.907821655273, -121.915573120117, -121.928695678711, -121.92578125, -121.929290771484, -121.931159973145, -121.889190673828, -122.011817932129, -122.008583068848, -122.020729064941, -122.026565551758, -122.02791595459, -122.073028564453, -122.08137512207, 
-122.094253540039, -122.097938537598, -122.086692810059, 38.193603515625, 38.198371887207, 38.2100715637207, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.2045135498047, 38.2028503417969, 38.1986312866211, 38.1723937988281, 38.1834030151367, 38.1627578735352, 38.1640281677246, 38.1188049316406, 38.189037322998, 38.1906433105469, 38.1888999938965, 38.1928367614746, 38.170581817627, 
38.1394462585449, 38.1266555786133, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Cottus asper,Juvenile-Larvae,1046,20,"c(-122.039939880371, -122.043380737305, -122.044456481934, -122.054405212402, -122.048233032227, -122.043586730957, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.988670349121, -121.910339355469, -121.907821655273, -121.915573120117, -121.929328918457, -121.938003540039, -121.92578125, -121.929290771484, -121.889190673828, -122.008583068848, -122.007591247559, -122.020729064941, -122.026565551758, -122.025665283203, -122.060943603516, -122.073028564453, -122.08137512207, 
-122.071617126465, -122.069007873535, -122.068069458008, -122.094253540039, -122.097938537598, -122.086692810059, 38.193603515625, 38.198371887207, 38.2111129760742, 38.211483001709, 38.2218971252441, 38.2218818664551, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.1836891174316, 38.2070655822754, 38.2028503417969, 38.1986312866211, 38.1927947998047, 38.1671943664551, 38.1834030151367, 38.1627578735352, 38.1188049316406, 38.1906433105469, 38.1896286010742, 38.1888999938965, 
38.1928367614746, 38.1694717407227, 38.1626014709473, 38.1394462585449, 38.1266555786133, 38.120849609375, 38.1213302612305, 38.1211891174316, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Gasterosteus aculeatus,Adult,507,19.200000762939453,"c(-122.043380737305, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.983726501465, -121.979362487793, -121.907821655273, -121.915573120117, -121.929328918457, -121.943359375, -121.941383361816, -121.937835693359, -121.938003540039, -121.930969238281, -121.928695678711, -121.92578125, -121.929290771484, -121.931159973145, -121.915229797363, -121.914779663086, -121.914543151855, 
-121.916717529297, -121.889114379883, -121.889190673828, -122.009872436523, -122.007522583008, -122.001518249512, -122.011817932129, -122.013549804687, -122.020729064941, -122.026565551758, -122.02791595459, -122.018432617188, -122.021766662598, -122.025268554688, -122.025665283203, -122.060592651367, -122.040077209473, -122.048370361328, -122.053077697754, -122.06755065918, -122.070762634277, -122.068626403809, -122.073028564453, -122.08137512207, -122.082336425781, -122.061958312988, -122.069381713867, 
-122.05738067627, -122.059310913086, -122.069007873535, -122.094253540039, -122.097938537598, -122.086692810059, 38.198371887207, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.1850395202637, 38.1873397827148, 38.2028503417969, 38.1986312866211, 38.1927947998047, 38.167839050293, 38.1671981811523, 38.1670837402344, 38.1671943664551, 38.1700706481934, 38.1723937988281, 38.1834030151367, 
38.1627578735352, 38.1640281677246, 38.1324691772461, 38.1248092651367, 38.1235694885254, 38.1503753662109, 38.1221961975098, 38.1188049316406, 38.1785316467285, 38.1788291931152, 38.1806106567383, 38.189037322998, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.170581817627, 38.1725196838379, 38.1697998046875, 38.1695213317871, 38.1694717407227, 38.1622886657715, 38.1904182434082, 38.1806144714356, 38.1786193847656, 38.1672592163086, 38.157039642334, 38.1458892822266, 38.1394462585449, 
38.1266555786133, 38.1261711120605, 38.1413116455078, 38.1397399902344, 38.1485290527344, 38.1347808837891, 38.1213302612305, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Gasterosteus aculeatus,Juvenile-Larvae,3145,20,"c(-122.039939880371, -122.039543151855, -122.043380737305, -122.038696289062, -122.046775817871, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.037498474121, -122.030960083008, -122.034568786621, -122.034729003906, -122.035003662109, -122.037086486816, -122.029083251953, -122.028800964355, -122.030715942383, -121.986961364746, -121.985130310059, -121.983726501465, -121.98316192627, -121.983383178711, -121.988372802734, -121.988670349121, -121.990509033203, 
-121.992797851563, -121.971229553223, -121.971199035645, -121.979652404785, -121.979377746582, -121.969451904297, -121.966102600098, -121.966789245605, -121.910339355469, -121.907821655273, -121.915573120117, -121.929328918457, -121.942451477051, -121.941108703613, -121.939079284668, -121.937835693359, -121.938003540039, -121.932586669922, -121.932746887207, -121.932289123535, -121.932189941406, -121.928695678711, -121.92578125, -121.922416687012, -121.92162322998, -121.920249938965, -121.929290771484, 
-121.931159973145, -121.932159423828, -121.933746337891, -121.933090209961, -121.93180847168, -121.948471069336, -121.906089782715, -121.904449462891, -121.90274810791, -121.915740966797, -121.913673400879, -121.914939880371, -121.914649963379, -121.914543151855, -121.916717529297, -121.91325378418, -121.909790039063, -121.909400939941, -121.893913269043, -121.901496887207, -121.889114379883, -121.889190673828, -121.890991210937, -121.891006469727, -122.004570007324, -122.005958557129, -122.009063720703, 
-122.011161804199, -122.007522583008, -122.006660461426, -122.005416870117, -122.001518249512, -122.003509521484, -122.00316619873, -122.011817932129, -122.008583068848, -122.013549804687, -122.020729064941, -122.026565551758, -122.030609130859, -122.030540466309, -122.027236938477, -122.02791595459, -122.029510498047, -122.016960144043, -122.017463684082, -122.017967224121, -122.018257141113, -122.018630981445, -122.018432617188, -122.021766662598, -122.022003173828, -122.022308349609, -122.023719787598, 
-122.026710510254, -122.025810241699, -122.025268554688, -122.024787902832, -122.024772644043, -122.025665283203, -122.046432495117, -122.048233032227, -122.051132202148, -122.054878234863, -122.052711486816, -122.054359436035, -122.060119628906, -122.060592651367, -122.060218811035, -122.046653747559, -122.045082092285, -122.040077209473, -122.048370361328, -122.050468444824, -122.051559448242, -122.051498413086, -122.054946899414, -122.056091308594, -122.057411193848, -122.053077697754, -122.06755065918, 
-122.06468963623, -122.063232421875, -122.06468963623, -122.062828063965, -122.061836242676, -122.063766479492, -122.069206237793, -122.070762634277, -122.071876525879, -122.069183349609, -122.08065032959, -122.074363708496, -122.073028564453, -122.082679748535, -122.081962585449, -122.08137512207, -122.082336425781, -122.061340332031, -122.061157226562, -122.061958312988, -122.061882019043, -122.06192779541, -122.061332702637, -122.069381713867, -122.05738067627, -122.060760498047, -122.060470581055, 
-122.059310913086, -122.062660217285, -122.071617126465, -122.070350646973, -122.070457458496, -122.069923400879, -122.069007873535, -122.068069458008, -122.072830200195, -122.094253540039, -122.097938537598, -122.086692810059, 38.193603515625, 38.1931495666504, 38.198371887207, 38.2100715637207, 38.2133026123047, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2262382507324, 38.2178688049316, 38.210319519043, 38.2094764709473, 38.2121810913086, 38.1937561035156, 
38.1966361999512, 38.2028999328613, 38.2012977600098, 38.1836585998535, 38.184139251709, 38.1850395202637, 38.1856994628906, 38.1857109069824, 38.1836090087891, 38.1836891174316, 38.1830406188965, 38.1822090148926, 38.1860198974609, 38.1863594055176, 38.187141418457, 38.1869201660156, 38.1855010986328, 38.1845703125, 38.1844291687012, 38.2070655822754, 38.2028503417969, 38.1986312866211, 38.1927947998047, 38.1670799255371, 38.1670608520508, 38.1674690246582, 38.1670837402344, 38.1671943664551, 38.1687889099121, 
38.1686782836914, 38.1691398620605, 38.1692199707031, 38.1723937988281, 38.1834030151367, 38.155029296875, 38.1540908813477, 38.1535606384277, 38.1627578735352, 38.1640281677246, 38.1640815734863, 38.1672706604004, 38.1654396057129, 38.1632995605469, 38.174388885498, 38.1186714172363, 38.1189193725586, 38.1195411682129, 38.1284713745117, 38.1350517272949, 38.1257019042969, 38.1241912841797, 38.1235694885254, 38.1503753662109, 38.1487083435059, 38.1461791992188, 38.145450592041, 38.1263389587402, 
38.1209487915039, 38.1221961975098, 38.1188049316406, 38.1118812561035, 38.1123886108398, 38.1788787841797, 38.1789016723633, 38.1774482727051, 38.177490234375, 38.1788291931152, 38.1792907714844, 38.1796417236328, 38.1806106567383, 38.179988861084, 38.1795692443848, 38.189037322998, 38.1906433105469, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.1706809997559, 38.1703605651855, 38.1700706481934, 38.170581817627, 38.1701316833496, 38.1738090515137, 38.1734390258789, 38.1728210449219, 38.1713218688965, 
38.1712188720703, 38.1725196838379, 38.1697998046875, 38.1706581115723, 38.1703605651855, 38.1696090698242, 38.1700782775879, 38.170051574707, 38.1695213317871, 38.169620513916, 38.1697883605957, 38.1694717407227, 38.1615409851074, 38.1585083007812, 38.155029296875, 38.1521186828613, 38.1528701782227, 38.1504516601562, 38.162109375, 38.1622886657715, 38.1622886657715, 38.1627006530762, 38.1640014648437, 38.1904182434082, 38.1806144714356, 38.1816902160645, 38.1819610595703, 38.1882591247559, 38.1866302490234, 
38.1846389770508, 38.179069519043, 38.1786193847656, 38.1672592163086, 38.1723403930664, 38.1722602844238, 38.1654510498047, 38.1638488769531, 38.1629486083984, 38.1571884155273, 38.1575584411621, 38.157039642334, 38.1554107666016, 38.1479187011719, 38.1393508911133, 38.1396102905273, 38.1394462585449, 38.1269607543945, 38.1275405883789, 38.1266555786133, 38.1261711120605, 38.1410293579102, 38.1412086486816, 38.1413116455078, 38.1416511535645, 38.1416816711426, 38.143310546875, 38.1397399902344, 
38.1485290527344, 38.1396789550781, 38.1372604370117, 38.1347808837891, 38.1187591552734, 38.120849609375, 38.1208610534668, 38.1210899353027, 38.1211318969727, 38.1213302612305, 38.1211891174316, 38.1208686828613, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Hypomesus nipponensis,Adult,6,12.5,"c(-122.043586730957, -122.029083251953, -121.970222473145, -121.937835693359, -122.02791595459, -122.069381713867, 38.2218818664551, 38.1966361999512, 38.1858291625977, 38.1670837402344, 38.170581817627, 38.1397399902344)"
Winter,Suisun Marsh,Hypomesus nipponensis,Larvae,1,13.800000190734863,"c(-121.938003540039, 38.1671943664551)"
Winter,Suisun Marsh,Hypomesus transpacificus,Adult,1567,18.299999237060547,"c(-122.043586730957, -122.039939880371, -122.043380737305, -122.044456481934, -122.054405212402, -122.043586730957, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.986671447754, -121.943748474121, -121.937835693359, -121.938003540039, -121.928695678711, -121.92578125, -121.92236328125, -121.921348571777, -121.929290771484, -121.931159973145, -121.933746337891, -121.889114379883, -122.011161804199, -122.009872436523, -122.00203704834, -122.011817932129, -122.013549804687, 
-122.020729064941, -122.026565551758, -122.02791595459, -122.021766662598, -122.025665283203, -122.051132202148, -122.054420471191, -122.0546875, -122.043830871582, -122.073028564453, -122.082496643066, -122.08137512207, -122.05738067627, -122.094253540039, -122.097938537598, -122.086692810059, 38.1956787109375, 38.193603515625, 38.198371887207, 38.2111129760742, 38.211483001709, 38.2218818664551, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.1843299865723, 38.1679382324219, 
38.1670837402344, 38.1671943664551, 38.1723937988281, 38.1834030151367, 38.1812782287598, 38.1806602478027, 38.1627578735352, 38.1640281677246, 38.1672706604004, 38.1221961975098, 38.177490234375, 38.1785316467285, 38.1797904968262, 38.189037322998, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.170581817627, 38.1697998046875, 38.1694717407227, 38.155029296875, 38.1509399414062, 38.1505012512207, 38.1654014587402, 38.1394462585449, 38.1349906921387, 38.1266555786133, 38.1485290527344, 38.102123260498, 
38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Hypomesus transpacificus,Juvenile,17,14.699999809265137,"c(-121.937835693359, -121.928695678711, -121.92578125, -122.02791595459, -122.073028564453, -122.08137512207, -122.05738067627, -122.086692810059, 38.1670837402344, 38.1723937988281, 38.1834030151367, 38.170581817627, 38.1394462585449, 38.1266555786133, 38.1485290527344, 38.132396697998)"
Winter,Suisun Marsh,Hypomesus transpacificus,Larvae,1,12.800000190734863,"c(-122.025665283203, 38.1694717407227)"
Winter,Suisun Marsh,Hysterocarpus traskii,Adult,1730,19.600000381469727,"c(-122.039939880371, -122.043380737305, -122.038696289062, -122.046775817871, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.037498474121, -122.030960083008, -122.037086486816, -122.029083251953, -122.030715942383, -121.910339355469, -121.907821655273, -121.915573120117, -121.929328918457, -121.928695678711, -121.92578125, -121.929290771484, -121.916717529297, -122.011817932129, -122.013549804687, -122.020729064941, -122.026565551758, -122.021766662598, 
-122.073028564453, -122.08137512207, -122.094253540039, -122.097938537598, -122.086692810059, 38.193603515625, 38.198371887207, 38.2100715637207, 38.2133026123047, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2262382507324, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2012977600098, 38.2070655822754, 38.2028503417969, 38.1986312866211, 38.1927947998047, 38.1723937988281, 38.1834030151367, 38.1627578735352, 38.1503753662109, 38.189037322998, 
38.1843643188477, 38.1888999938965, 38.1928367614746, 38.1697998046875, 38.1394462585449, 38.1266555786133, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Hysterocarpus traskii,Juvenile-Larvae,2152,20,"c(-122.039939880371, -122.043380737305, -122.038696289062, -122.046775817871, -122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.037498474121, -122.030960083008, -122.037086486816, -122.029083251953, -122.028800964355, -122.030715942383, -121.910339355469, -121.907821655273, -121.915573120117, -121.929328918457, -121.928695678711, -121.92578125, -121.929290771484, -121.933746337891, -122.011817932129, -122.008583068848, -122.013549804687, -122.020729064941, 
-122.026565551758, -122.073028564453, -122.08137512207, -122.094253540039, -122.097938537598, -122.086692810059, 38.193603515625, 38.198371887207, 38.2100715637207, 38.2133026123047, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.2262382507324, 38.2178688049316, 38.1937561035156, 38.1966361999512, 38.2028999328613, 38.2012977600098, 38.2070655822754, 38.2028503417969, 38.1986312866211, 38.1927947998047, 38.1723937988281, 38.1834030151367, 38.1627578735352, 
38.1672706604004, 38.189037322998, 38.1906433105469, 38.1843643188477, 38.1888999938965, 38.1928367614746, 38.1394462585449, 38.1266555786133, 38.102123260498, 38.1077346801758, 38.132396697998)"
Winter,Suisun Marsh,Lavinia exilicauda,Adult,14,15.199999809265137,"c(-122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -121.929489135742, -121.92578125, -121.889114379883, -122.020729064941, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.1930999755859, 38.1834030151367, 38.1221961975098, 38.1888999938965)"
Winter,Suisun Marsh,Lavinia exilicauda,Juvenile-Larvae,44,18.399999618530273,"c(-122.044456481934, -122.054405212402, -122.052764892578, -122.048233032227, -122.043586730957, -122.029083251953, -122.030715942383, -121.889114379883, -122.026565551758, -122.094253540039, 38.2111129760742, 38.211483001709, 38.2239151000976, 38.2218971252441, 38.2218818664551, 38.1966361999512, 38.2012977600098, 38.1221961975098, 38.1928367614746, 38.102123260498)"
Winter,Suisun Marsh,Menidia audens,Adult,217,18.299999237060547,"c(-122.041473388672, -122.039543151855, -122.052764892578, -122.048233032227, -122.034721374512, -122.035179138184, -121.910339355469, -121.930137634277, -121.945098876953, -121.945442199707, -121.943359375, -121.937835693359, -121.932136535645, -121.925422668457, -121.93350982666, -121.962371826172, -121.912826538086, -121.889114379883, -122.004570007324, -122.00203704834, -122.02791595459, -122.018630981445, -122.018432617188, -122.025665283203, -122.046432495117, -122.0478515625, -122.052558898926, 
-122.052711486816, -122.045463562012, -122.047737121582, -122.049468994141, -122.050788879395, -122.051498413086, -122.052719116211, -122.058120727539, -122.082427978516, -122.082496643066, -122.06192779541, 38.1941184997559, 38.1931495666504, 38.2239151000976, 38.2218971252441, 38.2152900695801, 38.2127304077148, 38.2070655822754, 38.1891784667969, 38.1686401367188, 38.1681098937988, 38.167839050293, 38.1670837402344, 38.1692695617676, 38.1574516296387, 38.1670989990234, 38.1747398376465, 38.1359481811523, 
38.1221961975098, 38.1788787841797, 38.1797904968262, 38.170581817627, 38.1712188720703, 38.1725196838379, 38.1694717407227, 38.1615409851074, 38.1600189208984, 38.1540184020996, 38.1528701782227, 38.1641387939453, 38.1896591186523, 38.189079284668, 38.1819114685059, 38.1882591247559, 38.1877517700195, 38.1774597167969, 38.1354217529297, 38.1349906921387, 38.1416816711426)"
